MARKER_ID,MARKER_ADDRESS,MARKER_STATUS,LAT,LON,ENVIRONMENT_NAME,A_ROAD_NAME,A_ROAD_TYPE,A_ROAD_SUFFIX,B_ROAD_NAME,B_ROAD_TYPE,B_ROAD_SUFFIX,LOCALITY,DirText
FCR020,,IN CAD,-36.873487,147.291885,FALLS CREEK RESORT,BOGONG HIGH PLAINS,RD,,AQUEDUCT SKI,RUN,,FALLS CREEK,EMERG MRKR FCR020: NEAREST I/S BOGONG HIGH PLAINS RD & AQUEDUCT SKI RUN=> GDA94 LAT:-36.873487 LON:147.291885=> TRAVEL CONTACT FALLS CREEK RESORT MANAGEMENT - FCRM - ON 03 5758 1200 FOR BEST ACCESS ADVICE=> ALL VEHICLES MUST CARRY SNOW CHAINS IN WINTER=> THEN NORTH-WEST 80M FROM DAM WALL ON BOGONG HIGH PLAINS RD AND AQUEDUCT TRAIL
FCR022,,IN CAD,-36.873878,147.288972,FALLS CREEK RESORT,PRETTY VALLEY,RD,,SUN VALLEY,RD,,FALLS CREEK,EMERG MRKR FCR022: NEAREST I/S PRETTY VALLEY RD & SUN VALLEY RD=> GDA94 LAT:-36.873878 LON:147.288972=> TRAVEL CONTACT FALLS CREEK RESORT MANAGEMENT - FCRM - ON 03 5758 1200 FOR BEST ACCESS ADVICE=> ALL VEHICLES MUST CARRY SNOW CHAINS IN WINTER=> THEN NORTH-WEST 5M AT JUNCTION OF PRETTY VALLEY RD AND SUN VALLEY RD AT AGL CORNER
FCR021,,IN CAD,-36.876658,147.287432,FALLS CREEK RESORT,LOWER LAKE,RD,,SUN VALLEY,RD,,FALLS CREEK,EMERG MRKR FCR021: NEAREST I/S LOWER LAKE RD & SUN VALLEY RD=> GDA94 LAT:-36.876658 LON:147.287432=> TRAVEL CONTACT FALLS CREEK RESORT MANAGEMENT - FCRM - ON 03 5758 1200 FOR BEST ACCESS ADVICE=> ALL VEHICLES MUST CARRY SNOW CHAINS IN WINTER=> THEN SOUTH-WEST 5M AT PANORAMA CORNER JUNCTION OF SUN VALLEY & LOWER LAKE RDS
KAR803,,IN CAD,-37.941258,145.081059,KARKAROOK PARK,WARRIGAL,RD,,SOUTH,RD,,MOORABBIN,EMERG MRKR KAR803: NEAREST I/S WARRIGAL RD & SOUTH RD=> GDA94 LAT:-37.941258 LON:145.081059=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 100M ON WARRIGAL ROAD TO PARK ENTRANCE=> THEN EAST 200M ON TRACK=> THEN SOUTH 140M ON TRACK TO BOARD WALK
KCC100,,IN CAD,-37.986528,145.052314,KINGSTON CITY COUNCIL,BEACH,RD,,CHARMAN,RD,,BEAUMARIS,EMERG MRKR KCC100: NEAREST I/S BEACH RD & CHARMAN RD=> GDA94 LAT:-37.986528 LON:145.052314=> TRAVEL NORTH-EAST 45M ON BEACH ROAD TO BOLLARD AND PATH ACCESS=> THEN NORTH-WEST 165M DOWN STEPS AND PATH TO BEACH
KCC101,,IN CAD,-37.98796,145.057115,KINGSTON CITY COUNCIL,BEACH,RD,,PLUMMER,RD,,MENTONE,EMERG MRKR KCC101: NEAREST I/S BEACH RD & PLUMMER RD=> GDA94 LAT:-37.98796 LON:145.057115=> TRAVEL SOUTH 40M DOWN BEACH ACCESS STEPS
KCC102,,IN CAD,-37.991032,145.063103,KINGSTON CITY COUNCIL,BEACH,RD,,MENTONE,PDE,,MENTONE,EMERG MRKR KCC102: NEAREST I/S BEACH RD & MENTONE PDE=> GDA94 LAT:-37.991032 LON:145.063103=> TRAVEL NORTH 60M ON BEACH ROAD TO BEACH ACCESS POINT OPPOSITE MENTONE GRAMMAR SCHOOL=> THEN NORTH-WEST 100M DOWN RAMP TO BEACH
KCC103,,IN CAD,-37.992511,145.065353,KINGSTON CITY COUNCIL,BEACH,RD,,MENTONE,PDE,,MENTONE,EMERG MRKR KCC103: NEAREST I/S BEACH RD & MENTONE PDE=> GDA94 LAT:-37.992511 LON:145.065353=> TRAVEL NORTH-EAST 50M TO RAMP AT PEDESTRIAN CROSSING=> THEN NORTH-WEST 30M DOWN RAMP TO STEPS=> THEN NORTH-WEST 10M DOWN STEPS TO FOOTPATH=> THEN NORTH-WEST 70M TO PICNIC SHELTER
KCC104,,IN CAD,-37.994366,145.068573,KINGSTON CITY COUNCIL,BEACH,RD,,WARRIGAL,RD,,PARKDALE,EMERG MRKR KCC104: NEAREST I/S BEACH RD & WARRIGAL RD=> GDA94 LAT:-37.994366 LON:145.068573=> TRAVEL WEST 60M DOWN BEACH ACCESS TRACK
KCC105,,IN CAD,-37.999054,145.074178,KINGSTON CITY COUNCIL,BEACH,RD,,SURF,ST,,PARKDALE,EMERG MRKR KCC105: NEAREST I/S BEACH RD & SURF ST=> GDA94 LAT:-37.999054 LON:145.074178=> TRAVEL SOUTH-WEST 20M DOWN HILL TO TOP OF STEPS=> THEN SOUTH-WEST 10M DOWN STEPS TO BEACH
KCC106,,IN CAD,-38.000253,145.075855,KINGSTON CITY COUNCIL,BEACH,RD,,PARKERS,RD,,PARKDALE,EMERG MRKR KCC106: NEAREST I/S BEACH RD & PARKERS RD=> GDA94 LAT:-38.000253 LON:145.075855=> TRAVEL SOUTH-EAST 45M ON BEACH ROAD=> THEN SOUTH-WEST 10M THROUGH CAR PARK=> THEN WEST 10M TO PATH JUNCTION=> THEN SOUTH-EAST 15M ON PATH
KCC107,,IN CAD,-38.002824,145.078726,KINGSTON CITY COUNCIL,BEACH,RD,,RENNISON,ST,,PARKDALE,EMERG MRKR KCC107: NEAREST I/S BEACH RD & RENNISON ST=> GDA94 LAT:-38.002824 LON:145.078726=> TRAVEL WEST 20M THROUGH CAR PARK
KCC108,,IN CAD,-38.005301,145.081463,KINGSTON CITY COUNCIL,BEACH,RD,,BAY,ST,,PARKDALE,EMERG MRKR KCC108: NEAREST I/S BEACH RD & BAY ST=> GDA94 LAT:-38.005301 LON:145.081463=> TRAVEL SOUTH-EAST 70M ON BEACH ROAD=> THEN SOUTH 25M INTO CAR PARK
KCC109,,IN CAD,-38.008399,145.083546,KINGSTON CITY COUNCIL,BEACH,RD,,CENTREWAY,,,MORDIALLOC,=> GDA94 LAT:-38.008399 LON:145.083546=> TRAVEL SOUTH-WEST 85M INTO CAR PARK OPPOSITE INTERSECTION TO BOLLARDS BY ROTUNDA=> THEN SOUTH-WEST 50M ON FOOTPATH TO BEACH=> THEN NORTH-WEST 40M ON WALKING PATH
KCC110,,IN CAD,-38.072703,145.120137,KINGSTON CITY COUNCIL,NEPEAN,HWY,,THE WATERFRONT,-,,BONBEACH,EMERG MRKR KCC110: NEAREST I/S NEPEAN HWY & THE WATERFRONT -=> GDA94 LAT:-38.072703 LON:145.120137=> MARKER SITUATED ON NORTHERN SIDE OF PATTERSON RIVER=> TRAVEL SOUTH 310M ON NEPEAN HIGHWAY=> THEN SOUTH-WEST 130M DOWN STEPS TO BON BEACH
KCC111,,IN CAD,-38.073518,145.120413,KINGSTON CITY COUNCIL,STEPHENS,ST,,NEPEAN,HWY,,CARRUM,EMERG MRKR KCC111: NEAREST I/S STEPHENS ST & NEPEAN HWY=> GDA94 LAT:-38.073518 LON:145.120413=> ON SOUTHERN SIDE OF PATTERSON RIVER=> TRAVEL WEST 100M ON STEPHENS STREET=> THEN NORTH 95M ON LANE WAY TO CAR PARK AND LOCKED GATE=> THEN SOUTH-WEST 35M ON FOOTPATH
KCC112,,IN CAD,-38.084687,145.122952,KINGSTON CITY COUNCIL,OSPREY,LA,,NEPEAN,HWY,,SEAFORD,EMERG MRKR KCC112: NEAREST I/S OSPREY LA & NEPEAN HWY=> GDA94 LAT:-38.084687 LON:145.122952=> TRAVEL WEST 60M ON OSPREY LANE TO BOLLARDS=> THEN WEST 60M ON FOOTPATH TO BEACH
KNP100,,IN CAD,-37.521497,145.318793,KINGLAKE NATIONAL PARK,WHITTLESEA-KINGLAKE,RD,,DEVIATION,RD,,KINGLAKE CENTRAL,EMERG MRKR KNP100: NEAREST I/S WHITTLESEA-KINGLAKE RD & DEVIATION RD=> GDA94 LAT:-37.521497 LON:145.318793=> CONTACT PARKS VIC FOR ASSISTANCE ON 131963=> TRAVEL SOUTH-EAST 500M ON WHITTLESEA - KINGLAKE RD=> THEN NORTH-WEST 100M IN FRANK THOMPSON RESERVE CAR PARK
KNP105,,IN CAD,-37.537492,145.351889,KINGLAKE NATIONAL PARK,KINGLAKE-HEALESVILLE,RD,,PARKLAND,RD,,KINGLAKE,EMERG MRKR KNP105: NEAREST I/S KINGLAKE-HEALESVILLE RD & PARKLAND RD=> GDA94 LAT:-37.537492 LON:145.351889=> CONTACT PARKS VIC FOR ASSISTANCE ON 131963=> TRAVEL SOUTH 330M ON PARKLAND RD TO JEHOSAPHAT GULLY CAR PARK
KNP200,,IN CAD,-37.492388,145.250075,KINGLAKE NATIONAL PARK,NATIONAL PARK,RD,,MASONS FALLS,RD,,KINGLAKE WEST,EMERG MRKR KNP200: NEAREST I/S NATIONAL PARK RD & MASONS FALLS RD=> GDA94 LAT:-37.492388 LON:145.250075=> CONTACT PARKS VIC TO ACCESS LOCKED GATES ON 131963=> TRAVEL NORTH 1700M ON MASONS FALLS RD=> LOCKED GATES AT PARK ENTRANCE AFTER 1700
KNP201,,IN CAD,-37.496189,145.246276,KINGLAKE NATIONAL PARK,NATIONAL PARK,RD,,MASONS FALLS,RD,,KINGLAKE WEST,EMERG MRKR KNP201: NEAREST I/S NATIONAL PARK RD & MASONS FALLS RD=> GDA94 LAT:-37.496189 LON:145.246276=> CONTACT PARKS VIC TO ACCESS LOCKED GATES ON 131963=> TRAVEL NORTH 130M ON MASONS FALLS RD TO WALLABY TRAIL=> LOCKED GATES AT PARK ENTRANCE=> THEN NORTH-WEST 1440M ON WALLABY TRAIL TO RUNNING CREEK TRACK=> THEN SOUTH 150M ON RUNNING CREEK TRACK=> THEN EAST 70M ON FOOT TRACK TO MASONS FALLS LOOKOUT
KNP500,,IN CAD,-37.499377,145.235817,KINGLAKE NATIONAL PARK,NATIONAL PARK,RD,,MASONS FALLS,RD,,KINGLAKE WEST,EMERG MRKR KNP500: NEAREST I/S NATIONAL PARK RD & MASONS FALLS RD=> GDA94 LAT:-37.499377 LON:145.235817=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> LOCKED GATES AT PARK ENTRANCE FROM 1700HRS=> TRAVEL NORTH 130M ON MASONS FALLS RD TO WALLABY TRAIL JUNCTION=> THEN SOUTH-EAST 1440M ON WALLABY TRAIL TO RUNNING CREEK TRACK JUNCTION=> THEN SOUTH 1350M ON RUNNING CREEK TRAIL TO FERNY NOOK
KNP501,,IN CAD,-37.504877,145.235959,KINGLAKE NATIONAL PARK,NATIONAL PARK,RD,,MASONS FALLS,RD,,KINGLAKE WEST,EMERG MRKR KNP501: NEAREST I/S NATIONAL PARK RD & MASONS FALLS RD=> GDA94 LAT:-37.504877 LON:145.235959=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> LOCKED GATES AT PARK ENTRANCE FROM 1700HRS=> TRAVEL NORTH 130M ON MASONS FALLS RD TO WALLABY TRAIL JUNCTION=> THEN SOUTH-EAST 1440M ON WALLABY TRAIL TO RUNNING CREEK TRAIL JUNCTION=> THEN SOUTH 2130M ON RUNNING CREEK TRAIL TO HAZEL GLADE
KNP502,,IN CAD,-37.520054,145.234176,KINGLAKE NATIONAL PARK,NATIONAL PARK,RD,,MASONS FALLS,RD,,KINGLAKE WEST,EMERG MRKR KNP502: NEAREST I/S NATIONAL PARK RD & MASONS FALLS RD=> GDA94 LAT:-37.520054 LON:145.234176=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> LOCKED GATES AT PARK ENTRANCE AFTER 1700HRS=> TRAVEL SOUTH 130M ON MASONS FALLS RD TO WALLABY TRAIL JUNCTION=> THEN SOUTH-EAST 1440M ON WALLABY TRAIL TO RUNNING CREEK TRACK JUNCTION=> THEN SOUTH 4000M ON RUNNING CREEK TRAIL TO THE TRYST
KNP503,,IN CAD,-37.532105,145.242119,KINGLAKE NATIONAL PARK,NATIONAL PARK,RD,,MT SUGARLOAF,RD,,KINGLAKE WEST,EMERG MRKR KNP503: NEAREST I/S NATIONAL PARK RD & MT SUGARLOAF RD=> GDA94 LAT:-37.532105 LON:145.242119=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> LOCKED GATES AT PARK ENTRANCE AFTER 1700HRS=> TRAVEL SOUTH 3000M ON MT SUGARLOAF ROAD TO CAR PARK
KNP504,,IN CAD,-37.539032,145.349886,KINGLAKE NATIONAL PARK,HEALESVILLE-KINGLAKE,RD,,PARKLAND,RD,,KINGLAKE,EMERG MRKR KNP504: NEAREST I/S HEALESVILLE-KINGLAKE RD & PARKLAND RD=> GDA94 LAT:-37.539032 LON:145.349886=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> LOCKED GATES AT PARK ENTRANCE AFTER 1700HRS=> TRAVEL WEST 330M ON PARKLAND RD TO JEHOSAPHAT GULLY CAR PARK=> THEN EAST 10M THROUGH ARCH TO LAVERS HILL CIRCUIT AND SHELLEY HARRIS TRACK=> THEN WEST 320M ON LAVERS CIRCUIT TO JUNCTION OF SHELLEY HARRIS WALK AND LAVERS CIRCUIT=> FOOT ACCESS ONLY
KNP505,,IN CAD,-37.542337,145.338777,KINGLAKE NATIONAL PARK,HEIDELBERG-KINGLAKE,RD,,WITLEY,RD,,KINGLAKE,EMERG MRKR KNP505: NEAREST I/S HEIDELBERG-KINGLAKE RD & WITLEY RD=> GDA94 LAT:-37.542337 LON:145.338777=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> LOCKED GATES AT COOKSON HILL TRACK=> TRAVEL SOUTH 700M ON HEIDELBERG KINGLAKE RD TO COOKSON HILL AND MT JERUSALEM TRACKS
KNP506,,IN CAD,-37.545599,145.34192,KINGLAKE NATIONAL PARK,HEIDELBERG-KINGLAKE,RD,,WITLEY,RD,,KINGLAKE,EMERG MRKR KNP506: NEAREST I/S HEIDELBERG-KINGLAKE RD & WITLEY RD=> GDA94 LAT:-37.545599 LON:145.34192=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> LOCKED GATES OFF HEIDELBERG KINGLAKE RD=> TRAVEL SOUTH 700M ON HEIDELBERG KINGLAKE RD TO JUNCTION OF MT JERUSALEM TRACK=> THEN EAST 550M ON MT JERUSALEM TRACK AND SHELLEY HARRIS WALK
KNP507,,IN CAD,-37.55546,145.337535,KINGLAKE NATIONAL PARK,HEIDELBERG-KINGLAKE,RD,,WITLEY,RD,,KINGLAKE,EMERG MRKR KNP507: NEAREST I/S HEIDELBERG-KINGLAKE RD & WITLEY RD=> GDA94 LAT:-37.55546 LON:145.337535=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 2200M ON HEIDELBERG KINGLAKE RD=> JUNCTION MT EVERARD TRACK - LOCKED GATES
KNP508,,IN CAD,-37.582779,145.336384,KINGLAKE NATIONAL PARK,HEIDELBERG-KINGLAKE,RD,,WITLEY,RD,,KINGLAKE,EMERG MRKR KNP508: NEAREST I/S HEIDELBERG-KINGLAKE RD & WITLEY RD=> GDA94 LAT:-37.582779 LON:145.336384=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 2200M ON HEIDELBERG KINGLAKE RD TO JUNCTION OF=> LOCKED GATES=> THEN SOUTH-WEST 3500M UPHILL ON MT EVERARD TRACK=> TO JUNCTION WITH BUNDY TRACK
KNP509,,IN CAD,-37.580746,145.359803,KINGLAKE NATIONAL PARK,OLD KINGLAKE,RD,,BRENNAN,AV,,STEELS CREEK,EMERG MRKR KNP509: NEAREST I/S OLD KINGLAKE RD & BRENNAN AV=> GDA94 LAT:-37.580746 LON:145.359803=> ACCESS TOP LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH-WEST 680M ON OLD KINGLAKE RD=> JUNCTION OF BUNDY TRACK - LOCKED GATES AT BUNDY TRACK
KNP510,,IN CAD,-37.578368,145.371009,KINGLAKE NATIONAL PARK,STEELS CREEK,RD,,OLD KINGLAKE,RD,,STEELS CREEK,EMERG MRKR KNP510: NEAREST I/S STEELS CREEK RD & OLD KINGLAKE RD=> GDA94 LAT:-37.578368 LON:145.371009=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 800M ON OLD KINGLAKE RD AT JUNCTION OF MT JERUSALEM TRACK
KNP512,,IN CAD,-37.517525,145.311436,KINGLAKE NATIONAL PARK,WHITTLESEA-KINGLAKE,RD,,BOWDEN SPUR,RD,,KINGLAKE CENTRAL,EMERG MRKR KNP512: NEAREST I/S WHITTLESEA-KINGLAKE RD & BOWDEN SPUR RD=> GDA94 LAT:-37.517525 LON:145.311436=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH-WEST 600M ON BOWDEN SPUR RD AT MOUNTAIN BIKE DOWNHILL TRACK
KNP513,,IN CAD,-37.523619,145.303367,KINGLAKE NATIONAL PARK,WHITTLESEA-KINGLAKE,RD,,BOWDEN SPUR,RD,,KINGLAKE CENTRAL,EMERG MRKR KNP513: NEAREST I/S WHITTLESEA-KINGLAKE RD & BOWDEN SPUR RD=> GDA94 LAT:-37.523619 LON:145.303367=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH-WEST 1800M ON BOWDEN SPUR RD ON MOUNTAIN BIKE DOWNHILL TRACK=> STEEP DIRT ROAD
KNP514,,IN CAD,-37.526766,145.299697,KINGLAKE NATIONAL PARK,WHITTLESEA-KINGLAKE,RD,,BOWDEN SPUR,RD,,KINGLAKE CENTRAL,EMERG MRKR KNP514: NEAREST I/S WHITTLESEA-KINGLAKE RD & BOWDEN SPUR RD=> GDA94 LAT:-37.526766 LON:145.299697=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 2600M ON BOWDEN SPUR RD AT MOUNTAIN BIKE DOWNHILL TRACK=> STEEP DIRT ROAD
KOO500,,IN CAD,-37.856804,145.208314,KOOMBA PARK,MOUNTAIN,HWY,,BURWOOD,HWY,,WANTIRNA,EMERG MRKR KOO500: NEAREST I/S MOUNTAIN HWY & BURWOOD HWY=> GDA94 LAT:-37.856804 LON:145.208314=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH-EAST 150M ON MOUNTAIN HIGHWAY TO ENTRANCE OF KOOMBA PARK=> THEN NORTH 200M ON EASTLINK TRAIL TO TRAIL INTERSECTION TO BUSHY PARK WETLANDS=> THEN WEST 100M ON GRAVEL TRACK UNDERNEATH TRANSMISSION LINES
KOO501,,IN CAD,-37.857021,145.208355,KOOMBA PARK,MOUNTAIN,HWY,,BURWOOD,HWY,,WANTIRNA,EMERG MRKR KOO501: NEAREST I/S MOUNTAIN HWY & BURWOOD HWY=> GDA94 LAT:-37.857021 LON:145.208355=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH-EAST 60M ON MOUNTAIN HIGHWAY TO ENTRANCE OF WANTIRNA RESERVE AND KOOMBA PARK=> THEN NORTH 240M ON EASTLINK TRAIL
KOO502,,IN CAD,-37.855611,145.211639,KOOMBA PARK,MOUNTAIN,HWY,,BURWOOD,HWY,,WANTIRNA,EMERG MRKR KOO502: NEAREST I/S MOUNTAIN HWY & BURWOOD HWY=> GDA94 LAT:-37.855611 LON:145.211639=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH-EAST 170M ON MOUNTAIN HIGHWAY TO ENTRANCE OFWANTIRNA RESERVE AND KOOMBA PARK=> THEN NORTH 650M ON EASTLINK TRAIL
KOO503,,IN CAD,-37.853309,145.211354,KOOMBA PARK,BORONIA,RD,,COTSWOLD,CL,,WANTIRNA,EMERG MRKR KOO503: NEAREST I/S BORONIA RD & COTSWOLD CL=> GDA94 LAT:-37.853309 LON:145.211354=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL EAST 600M ON BORONIA ROAD TO KOOMBA PARK ENTRANCE=> THEN SOUTH 860M VIA LOCKED GATE ON MANAGEMENT TRACK AND EASTLINK TRAIL TO BIRD HIDE TRACK
KOO504,,IN CAD,-37.851491,145.210978,KOOMBA PARK,BORONIA,RD,,COTSWOLD,CL,,WANTIRNA,EMERG MRKR KOO504: NEAREST I/S BORONIA RD & COTSWOLD CL=> GDA94 LAT:-37.851491 LON:145.210978=> ACCESS TO LOCKED GATES CONTACT PARK VIC ON 131963=> TRAVEL EAST 600M ON BORONIA ROAD TO ENTRANCE OF KOOMBA PARK=> THEN SOUTH 650M VIA LOCKED GATE ON MANAGEMENT TRACK AND EASTLINK TRAIL TO TRAIL JUNCTION
KOO505,,IN CAD,-37.84792,145.212564,KOOMBA PARK,BORONIA,RD,,COTSWOLD,CL,,WANTIRNA,EMERG MRKR KOO505: NEAREST I/S BORONIA RD & COTSWOLD CL=> GDA94 LAT:-37.84792 LON:145.212564=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL EAST 60M ON BORONIA ROAD TO KOOMBA PARK ENTRANCE=> THEN SOUTH-EAST 60M ON MANAGEMENT VEHICLE TRACK TO LOCKED GATE=> THEN SOUTH 60M ON MANAGEMENT TRACK TO EASTLINK TRAIL JUNCTION
KOO506,,IN CAD,-37.846041,145.211666,KOOMBA PARK,BORONIA,RD,,COTSWOLD,CL,,WANTIRNA,EMERG MRKR KOO506: NEAREST I/S BORONIA RD & COTSWOLD CL=> GDA94 LAT:-37.846041 LON:145.211666=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL EAST 60M ON BORONIA ROAD TO KOOMBA PARK ENTRANCE=> THEN WEST 185M THROUGH CAR PARK TO INFORMATION SHELTER=> THEN WEST 60M ON GRAVEL TRACK TO EASTLINK TRL
KOO507,,IN CAD,-37.854559,145.208232,KOOMBA PARK,MOUNTAIN,HWY,,BURWOOD,HWY,,WANTIRNA,EMERG MRKR KOO507: NEAREST I/S MOUNTAIN HWY & BURWOOD HWY=> GDA94 LAT:-37.854559 LON:145.208232=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH-EAST 150M ON MOUNTAIN HIGHWAY TO KOOMBA PARK ENTRANCE=> THEN NORTH 200M ON EASTLINK TRAIL=> THEN WEST 100M ON GRAVEL TRACK UNDERNEATH TRANSMISSION LINES=> THEN NORTH 270M ON GRAVEL TRACK
LER200,,IN CAD,-37.615201,144.425227,LERDERDERG STATE PARK,LERDERDERG GORGE,RD,,CAMERONS,RD,,DARLEY,EMERG MRKR LER200: NEAREST I/S LERDERDERG GORGE RD & CAMERONS RD=> GDA94 LAT:-37.615201 LON:144.425227=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC ON 131963 FOR DIRECTIONAL ASSISTANCE=> MARKER LOCATION: MCKENZIES FLAT PICNIC AREA=> TRAVEL SOUTH-EAST 2500M ON LERDERDERG GORGE RD TO MCKENZIES FLAT PICNIC AREA
LER201,,IN CAD,-37.468763,144.3189,LERDERDERG STATE PARK,GOLDEN POINT,RD,,NORTH BLACKWOOD,RD,,BLACKWOOD,EMERG MRKR LER201: NEAREST I/S GOLDEN POINT RD & NORTH BLACKWOOD RD=> GDA94 LAT:-37.468763 LON:144.3189=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: SHAWS LAKE PICNIC AREA=> TRAVEL NORTH 1650M ON NORTH BLACKWOOD ROAD=> THEN SOUTH-WEST 1000M ON SHAWS LAKE ROAD TO SHAWS LAKE PICNIC AREA
LER300,,IN CAD,-37.495999,144.36148,LERDERDERG STATE PARK,OBRIENS,RD,,GREENDALE-TRENTHAM,RD,,BLACKWOOD,EMERG MRKR LER300: NEAREST I/S OBRIENS RD & GREENDALE-TRENTHAM RD=> GDA94 LAT:-37.495999 LON:144.36148=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: OBRIENS CROSSING/EAST WALK=> TRAVEL EAST 5900M ON OBRIENS ROAD TO OBRIENS CROSSING
LER500,,IN CAD,-37.606088,144.416015,LERDERDERG STATE PARK,LERDERDERG GORGE,RD,,CAMERONS,RD,,MYRNIONG,EMERG MRKR LER500: NEAREST I/S LERDERDERG GORGE RD & CAMERONS RD=> GDA94 LAT:-37.606088 LON:144.416015=> STEEP DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: GRAHAMS DAM - LERDERDERG GORGE TRACK
LER501,,IN CAD,-37.605416,144.416628,LERDERDERG STATE PARK,LERDERDERG GORGE,RD,,CAMERONS,RD,,DARLEY,EMERG MRKR LER501: NEAREST I/S LERDERDERG GORGE RD & CAMERONS RD=> GDA94 LAT:-37.605416 LON:144.416628=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: GRAHAMS DAM/BLACKWOOD RANGES LINK TRACK
LER502,,IN CAD,-37.604905,144.417132,LERDERDERG STATE PARK,LERDERDERG GORGE,RD,,CAMERONS,RD,,MYRNIONG,EMERG MRKR LER502: NEAREST I/S LERDERDERG GORGE RD & CAMERONS RD=> GDA94 LAT:-37.604905 LON:144.417132=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: GRAHAMS DAM / LERDERDERG TRACK
LER503,,IN CAD,-37.603471,144.411337,LERDERDERG STATE PARK,LERDERDERG GORGE,RD,,CAMERONS,RD,,DARLEY,EMERG MRKR LER503: NEAREST I/S LERDERDERG GORGE RD & CAMERONS RD=> GDA94 LAT:-37.603471 LON:144.411337=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: LERDERDERG GORGE TRACK/SPUR TRACK
LER504,,IN CAD,-37.59894,144.408539,LERDERDERG STATE PARK,SWANS,RD,,LINKs,RD,,DARLEY,EMERG MRKR LER504: NEAREST I/S SWANS RD & LINKs RD=> GDA94 LAT:-37.59894 LON:144.408539=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: LERDERDERG ISLAND/ BLACKWOOD RANGES TRACK  LINK No 2
LER505,,IN CAD,-37.603513,144.404223,LERDERDERG STATE PARK,SWANS,RD,,LINKS,RD,,DARLEY,EMERG MRKR LER505: NEAREST I/S SWANS RD & LINKS RD=> GDA94 LAT:-37.603513 LON:144.404223=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: BLACKWOOD RANGES/ LINK TRACK NO 2
LER506,,IN CAD,-37.607177,144.404889,LERDERDERG STATE PARK,SWANS,RD,,LINKS,RD,,DARLEY,EMERG MRKR LER506: NEAREST I/S SWANS RD & LINKS RD=> GDA94 LAT:-37.607177 LON:144.404889=> STEEP AND DIFFICULT TERRAIN CONTACT PARKS VIC FOR DIRECTIONAL ASSISTANCE ON 131963=> MARKER LOCATION: BLACKWOOD RANGES TRACK/ LINK TRACK NO 1
